260.871264732577,327.855897586664
262.803718354235,326.034940006333
264.740342955157,324.218607250958
266.681125147076,322.406917451666
268.626051541725,320.599888739586
270.575108750838,318.797539245847
272.528283386147,316.999887101577
274.485562059386,315.206950437905
276.446931382287,313.418747385958
278.412377966584,311.635296076866
280.381888424009,309.856614641756
282.355449366297,308.082721211758
284.33304740518,306.313633917999
286.314669152391,304.549370891608
288.300301219663,302.789950263714
290.289930218729,301.035390165444
292.283542761324,299.285708727928
294.279320326468,297.53489052544
296.261775954269,295.731149947327
298.230792240516,293.873914583322
300.190647297415,291.977288172334
302.145619237173,290.055374453274
304.099986171995,288.122277165048
306.058026214087,286.192100046567
308.024017475655,284.278946836739
310.002238068904,282.396921274474
311.996966106042,280.560127098678
314.012479699273,278.782668048263
316.053056960804,277.078647862136
318.122976002841,275.462170279207
320.226514937588,273.947339038384
322.367951877254,272.548257878576
324.551564934042,271.279030538693
326.781632220159,270.153760757642
329.066012137605,269.122419626552
331.40985634603,268.083530562303
333.808020281787,267.044669506854
336.255202158088,266.015530163753
338.746100188147,265.005806236552
341.275412585178,264.0251914288
343.837837562394,263.083379444047
346.428073333008,262.190063985845
349.040818110234,261.354938757742
351.670770107286,260.587697463289
354.312627537376,259.898033806036
356.961088613719,259.295641489534
359.610851549528,258.790214217333
362.256614558016,258.391445692982
364.893075852397,258.109029620031
367.514933645884,257.952659702032
370.12234442808,257.924702709899
372.772717046511,257.945206694881
375.474107393663,257.989231127167
378.215536460101,258.056126530283
380.98602523639,258.145243427753
383.774594713096,258.255932343101
386.570265880784,258.387543799852
389.362059730019,258.539428321531
392.138997251368,258.710936431663
394.890099435395,258.901418653771
397.604387272665,259.110225511381
400.270881753745,259.336707528018
402.878603869199,259.580215227206
405.416574609592,259.840099132469
407.873814965491,260.115709767333
410.239345927461,260.406397655321
412.502192782535,260.711551040983
414.675349481878,261.209321051451
416.782148664306,262.045552960536
418.828879331521,263.186570906657
420.821830485228,264.598699028234
422.767291127127,266.248261463687
424.671550258922,268.101582351435
426.540896882315,270.124985829897
428.38161999901,272.284796037495
430.200008610708,274.547337112648
432.002351719113,276.878933193775
433.794938325926,279.245908419296
435.584057432852,281.614586927631
437.375998041591,283.9512928572
439.177049153848,286.222350346422
440.993499771324,288.394083533718
442.831638895722,290.432816557507
444.69179438305,292.33701460464
446.551272171196,294.229141116147
448.407116515934,296.125061589423
450.259314156936,298.024767150314
452.107851833871,299.928248924667
453.95271628641,301.83549803833
455.793894254224,303.74650561715
457.631372476983,305.661262786974
459.465137694358,307.579760673649
461.295176646019,309.501990403023
463.121476071638,311.427943100942
464.944022710884,313.357609893254
466.762803303429,315.290981905805
468.577804588942,317.228050264445
470.389013307094,319.168806095018
472.196416197557,321.113240523372
474,323.061344675356
